"",id,name,alcoholic,ingredients,glassType,instructions,drinkThumbnail,ingredientMeasures,text,category
347,347,Scotch Sour,Alcoholic,"['Scotch', 'Lime', 'Powdered sugar', 'Lemon', 'Cherry']",Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,"['1 1/2 oz ', 'Juice of 1/2 ', '1/2 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Scotch Lime Powdered sugar Lemon Cherry answer Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",Ordinary Drink
348,348,Sweet Tooth,Alcoholic,"['Godiva liqueur', 'Milk']",Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"['2 shots ', None]","question Generate a cocktail with Godiva liqueur Milk answer Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",Shake
349,349,Screwdriver,Alcoholic,"['Vodka', 'Orange juice']",Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,"['2 oz ', None]",question Generate a cocktail with Vodka Orange juice answer Mix in a highball glass with ice. Garnish and serve.,Ordinary Drink
350,350,Sherry Flip,Alcoholic,"['Sherry', 'Light cream', 'Powdered sugar', 'Egg', 'Nutmeg']",Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,"['1 1/2 oz cream ', '2 tsp ', '1 tsp ', '1 whole ', None]",question Generate a cocktail with Sherry Light cream Powdered sugar Egg Nutmeg answer Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,Ordinary Drink
351,351,Sol Y Sombra,Alcoholic,"['Brandy', 'Anisette']",Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,"['1 1/2 oz ', '1 1/2 oz ']","question Generate a cocktail with Brandy Anisette answer Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",Ordinary Drink
352,352,Shark Attack,Alcoholic,"['Lemonade', 'Water', 'Vodka']",Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,"['1 can ', '3 cans ', '1 1/2 cup ']",question Generate a cocktail with Lemonade Water Vodka answer Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,Cocktail
353,353,San Francisco,Alcoholic,"['Vodka', 'Creme de Banane', 'Grenadine', 'Orange juice']",Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,"['2 cl ', '2 cl ', None, None]","question Generate a cocktail with Vodka Creme de Banane Grenadine Orange juice answer Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",Ordinary Drink
354,354,Space Odyssey,Alcoholic,"['151 proof rum', 'Malibu rum', 'Pineapple juice', 'Orange juice', 'Grenadine', 'Cherries']",Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,"['1 shot Bacardi ', '1 shot ', '1 shot ', None, None, None]",question Generate a cocktail with 151 proof rum Malibu rum Pineapple juice Orange juice Grenadine Cherries answer Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,Ordinary Drink
355,355,Sherry Eggnog,Alcoholic,"['Sherry', 'Powdered sugar', 'Egg', 'Milk', 'Nutmeg']",Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,"['2 oz cream ', '1 tsp ', '1 whole ', None, None]","question Generate a cocktail with Sherry Powdered sugar Egg Milk Nutmeg answer Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",Ordinary Drink
356,356,Sweet Bananas,Non alcoholic,"['Milk', 'Banana', 'Honey']",Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"['2 cups ', '1 ', '1 tblsp ']","question Generate a cocktail with Milk Banana Honey answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Shake
357,357,Sweet Sangria,Alcoholic,"['Red wine', 'Sugar', 'Water', 'Apple', 'Orange', 'Lime', 'Lemon', 'Fresca']",Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"['2 bottles ', '1 cup ', '2 cups hot ', '1 cup', ' wedges\n', ' wedges\n', None, None]","question Generate a cocktail with Red wine Sugar Water Apple Orange Lime Lemon Fresca answer Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",Punch / Party Drink
358,358,Thriller,Alcoholic,"['Scotch', 'Wine', 'Orange juice']",Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,"['1 1/2 oz ', '1 oz Green Ginger ', '1 oz ']","question Generate a cocktail with Scotch Wine Orange juice answer In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",Ordinary Drink
359,359,The Galah,Alcoholic,"['Dark Rum', 'Campari', 'Creme De Banane', 'Pineapple Juice', 'Lime Juice']",Collins glass,Mix together the alcoholic portions and top with Pineapple and Lime juice.,https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg,"['1 shot', '1 shot', '1/2 shot', 'Top', 'Top']",question Generate a cocktail with Dark Rum Campari Creme De Banane Pineapple Juice Lime Juice answer Mix together the alcoholic portions and top with Pineapple and Lime juice.,Cocktail
360,360,Tia-Maria,Alcoholic,"['Water', 'Brown sugar', 'Coffee', 'Rum', 'Vanilla extract']",Collins Glass,"Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",https://www.thecocktaildb.com/images/media/drink/sih81u1504367097.jpg,"['1 cup ', '3/4-1 cup ', '4 tsp ', '1 cup ', '4 tsp ']","question Generate a cocktail with Water Brown sugar Coffee Rum Vanilla extract answer Boil water, sugar and coffe for 10 mins and let cool. Add rum and vanilla. Put in clean bottle(s) and leave for 1 week before using.",Homemade Liqueur
361,361,Tipperary,Alcoholic,"['Irish Whiskey', 'Sweet Vermouth', 'Green Chartreuse']",Nick and Nora Glass,"Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",https://www.thecocktaildb.com/images/media/drink/b522ek1521761610.jpg,"['2 oz', '1 oz', '1/2 oz']","question Generate a cocktail with Irish Whiskey Sweet Vermouth Green Chartreuse answer Stir over ice. Strain into chilled glass. Cut a wide swath of orange peel, and express the orange oils over the drink. Discard orange twist.",Cocktail
362,362,Turkeyball,Alcoholic,"['Wild Turkey', 'Amaretto', 'Pineapple juice']",Shot glass,Shake with ice and strain into a shot glass.,https://www.thecocktaildb.com/images/media/drink/rxurpr1441554292.jpg,"['1 oz ', '3/4 oz ', '1 splash ']",question Generate a cocktail with Wild Turkey Amaretto Pineapple juice answer Shake with ice and strain into a shot glass.,Shot
363,363,Texas Sling,Alcoholic,"['Kahlua', 'Irish cream', 'Amaretto', '151 proof rum', 'Cream']",Wine Glass,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"['1/2 oz ', '1/2 oz ', '1/2 oz ', '1/2 oz Bacardi ', '1 oz ']","question Generate a cocktail with Kahlua Irish cream Amaretto 151 proof rum Cream answer Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",Shake
364,364,Thai Coffee,Non alcoholic,"['Coffee', 'Coriander', 'Cardamom', 'Sugar', 'Whipping cream', 'Ice']",Highball glass,"Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",https://www.thecocktaildb.com/images/media/drink/wquwxs1441247025.jpg,"['6 tblsp ground', '1/4 tsp ', '4-5 whole green ', None, None, None]","question Generate a cocktail with Coffee Coriander Cardamom Sugar Whipping cream Ice answer Place the coffee and spices in the filter cone of your coffee maker. Brew coffee as usual, let it cool. In a tall glass, dissolve 1 or 2 teaspoons of sugar in an ounce of the coffee (it's easier to dissolve than if you put it right over ice). Add 5-6 ice cubes and pour coffee to within about 1 inch of the top of the glass. Rest a spoon on top of the coffee and slowly pour whipping cream into the spoon. This will make the cream float on top of the coffee rather than dispersing into it right away.",Coffee / Tea
365,365,Tom Collins,Alcoholic,"['Gin', 'Lemon juice', 'Sugar', 'Club soda', 'Maraschino cherry', 'Orange']",Collins glass,"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg,"['2 oz ', '1 oz ', '1 tsp superfine ', '3 oz ', '1 ', '1 ']","question Generate a cocktail with Gin Lemon juice Sugar Club soda Maraschino cherry Orange answer In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.",Ordinary Drink
366,366,Tomato Tang,Non alcoholic,"['Tomato juice', 'Lemon juice', 'Celery salt']",Highball glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"['2 cups ', '1-2 tblsp ', '1 dash ']","question Generate a cocktail with Tomato juice Lemon juice Celery salt answer Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",Other / Unknown
367,367,Talos Coffee,Alcoholic,"['Grand Marnier', 'Coffee']",Brandy snifter,Add your GM and then add your coffee.,https://www.thecocktaildb.com/images/media/drink/rswqpy1441246518.jpg,"['3 parts ', '1 part ']",question Generate a cocktail with Grand Marnier Coffee answer Add your GM and then add your coffee.,Coffee / Tea
368,368,Tennesee Mud,Alcoholic,"['Coffee', 'Jack Daniels', 'Amaretto', 'Whipped cream']",Coffee Mug,"Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",https://www.thecocktaildb.com/images/media/drink/txruqv1441245770.jpg,"['8 oz ', '4 oz ', '4 oz ', None]","question Generate a cocktail with Coffee Jack Daniels Amaretto Whipped cream answer Mix Coffee, Jack Daniels and Amaretto. Add Cream on top.",Coffee / Tea
369,369,Tequila Fizz,Alcoholic,"['Tequila', 'Lemon juice', 'Grenadine', 'Egg white', 'Ginger ale']",Collins glass,"Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/2bcase1504889637.jpg,"['2 oz ', '1 tblsp ', '3/4 oz ', '1 ', None]","question Generate a cocktail with Tequila Lemon juice Grenadine Egg white Ginger ale answer Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve.",Ordinary Drink
370,370,Tequila Sour,Alcoholic,"['Tequila', 'Lemon', 'Powdered sugar', 'Lemon', 'Cherry']",Whiskey sour glass,"Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/ek0mlq1504820601.jpg,"['2 oz ', 'Juice of 1/2 ', '1 tsp ', '1/2 slice ', '1 ']","question Generate a cocktail with Tequila Lemon Powdered sugar Lemon Cherry answer Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve.",Ordinary Drink
371,371,Thai Iced Tea,Non alcoholic,"['Tea', 'Water', 'Condensed milk', 'Ice', 'Mint']",Highball glass,"Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",https://www.thecocktaildb.com/images/media/drink/trvwpu1441245568.jpg,"['1/4 cup Thai ', '1/2 cup boiling ', '2 tsp sweetened ', 'cubes', 'garnish']","question Generate a cocktail with Tea Water Condensed milk Ice Mint answer Combine Thai tea (i.e., the powder), boiling water, and sweetened condensed milk, stir until blended. Pour into 2 tall glasses filled with ice cubes. Garnish with mint leaves. Makes 2 servings.",Coffee / Tea
372,372,The Last Word,Alcoholic,"['Green Chartreuse', 'Maraschino Liqueur', 'Lime Juice', 'Gin']",Cocktail glass,Shake with ice and strain into a cocktail glass.,https://www.thecocktaildb.com/images/media/drink/91oule1513702624.jpg,"['1 oz', '1 oz', '1 oz', '1 oz']",question Generate a cocktail with Green Chartreuse Maraschino Liqueur Lime Juice Gin answer Shake with ice and strain into a cocktail glass.,Cocktail
373,373,Turf Cocktail,Alcoholic,"['Dry Vermouth', 'Gin', 'Anis', 'Bitters', 'Orange peel']",Cocktail glass,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,"['1 oz ', '1 oz ', '1/4 tsp ', '2 dashes ', 'Twist of ']",question Generate a cocktail with Dry Vermouth Gin Anis Bitters Orange peel answer Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,Ordinary Drink
374,374,The Laverstoke,Alcoholic,"['Gin', 'Elderflower cordial', 'Rosso Vermouth', 'Tonic Water', 'Lime', 'Ginger', 'Mint']",Balloon Glass,"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg,"['50 ml', '15 ml', '15 ml', '75 ml', '2 Wedges', '1 Slice', '1 Large Sprig']","question Generate a cocktail with Gin Elderflower cordial Rosso Vermouth Tonic Water Lime Ginger Mint answer 1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig.",Cocktail
375,375,Tequila Slammer,Alcoholic,"['Tequila', '7-up']",Hurricane glass,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"['1 shot', '1 part']",question Generate a cocktail with Tequila 7-up answer Mix carefully to avoid releasing the dissolved CO2.,Shot
376,376,Tequila Sunrise,Alcoholic,"['Tequila', 'Orange juice', 'Grenadine']",Highball glass,"Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/quqyqp1480879103.jpg,"['2 measures ', None, None]","question Generate a cocktail with Tequila Orange juice Grenadine answer Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",Cocktail
377,377,The Philosopher,Alcoholic,"['Gin', 'Melon Liqueur', 'Orange Bitters', 'Lemon Juice', 'Prosecco']",Margarita glass,"Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg,"['1 shot', '1 shot', '1 dash', '1 dash', 'Top']","question Generate a cocktail with Gin Melon Liqueur Orange Bitters Lemon Juice Prosecco answer Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.",Cocktail
378,378,Tuxedo Cocktail,Alcoholic,"['Dry Vermouth', 'Gin', 'Maraschino liqueur', 'Anis', 'Orange bitters', 'Cherry']",Cocktail glass,Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg,"['1 1/2 oz ', '1 1/2 oz ', '1/4 tsp ', '1/4 tsp ', '2 dashes ', '1 ']",question Generate a cocktail with Dry Vermouth Gin Maraschino liqueur Anis Orange bitters Cherry answer Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.,Ordinary Drink
379,379,Tequila Surprise,Alcoholic,"['Tequila', 'Tabasco sauce']",Shot glass,Fill shot glass with Tequila. Add drops of Tobasco sauce.,https://www.thecocktaildb.com/images/media/drink/8189p51504735581.jpg,"['full glass ', 'About 8 drops ']",question Generate a cocktail with Tequila Tabasco sauce answer Fill shot glass with Tequila. Add drops of Tobasco sauce.,Shot
380,380,Thai Iced Coffee,Non alcoholic,"['Coffee', 'Sugar', 'Cream', 'Cardamom']",Highball glass,"Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",https://www.thecocktaildb.com/images/media/drink/rqpypv1441245650.jpg,"['black', None, ' pods\n', None]","question Generate a cocktail with Coffee Sugar Cream Cardamom answer Prepare a pot of coffee at a good European strength. In the ground coffee, add 2 or 3 freshly ground cardamom pods. Sweeten while hot, then cool quickly. Serve in highball glass over ice, with cream. To get the layered effect, place a spoon atop the coffee and pour the milk carefully into the spoon so that it floats on the top of the coffee.",Coffee / Tea
381,381,The Jimmy Conway,Alcoholic,"['Irish Whiskey', 'Amaretto', 'Cranberry Juice']",Whiskey sour glass,"Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",https://www.thecocktaildb.com/images/media/drink/wbcvyo1535794478.jpg,"['50 ml', '50 ml', '4 oz']","question Generate a cocktail with Irish Whiskey Amaretto Cranberry Juice answer Fill glass with ice
Pour in The Irishman and Disaronno
Fill to the top with Cranberry Juice
Garnish with a slice of lemon…Enjoy!",Cocktail
382,382,Texas Rattlesnake,Alcoholic,"['Yukon Jack', 'Cherry brandy', 'Southern Comfort', 'Sweet and sour']",Highball glass,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"['1 part ', '1/2 part ', '1 part ', '1 splash ']","question Generate a cocktail with Yukon Jack Cherry brandy Southern Comfort Sweet and sour answer Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",Shot
383,383,Vesper,Alcoholic,"['Gin', 'Vodka', 'Lillet Blanc']",Cocktail glass,"Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",https://www.thecocktaildb.com/images/media/drink/mtdxpa1504374514.jpg,"['6 cl', '1.5 cl', '0.75 cl']","question Generate a cocktail with Gin Vodka Lillet Blanc answer Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.",Cocktail
384,384,Victor,Alcoholic,"['Gin', 'Sweet Vermouth', 'Brandy']",Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/voapgc1492976416.jpg,"['1 1/2 oz ', '1/2 oz ', '1/2 oz ']","question Generate a cocktail with Gin Sweet Vermouth Brandy answer Shake all ingredients with ice, strain into a cocktail glass, and serve.",Ordinary Drink
385,385,Vampiro,Alcoholic,"['Tequila', 'Tomato Juice', 'Orange Juice', 'Lime Juice', 'Sugar Syrup', 'Salt']",Old-Fashioned glass,"Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",https://www.thecocktaildb.com/images/media/drink/yfhn371504374246.jpg,"['6 cl', '3 cl', '3 cl', '1.5 cl', '1 dash', '1 pinch']","question Generate a cocktail with Tequila Tomato Juice Orange Juice Lime Juice Sugar Syrup Salt answer Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first ""rim"" the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flavouring elements. This is done by squeezing a fresh lime into the glass, adding a few grains of salt, adding citrus-flavoured soda pop, until the glass is 4/5 full, and then adding spicy Viuda de Sanchez (or orange juice, lime juice and pico de gallo). The final step is to stir the ingredients so that the flavours are properly blended.",Ordinary Drink
386,386,Vesuvio,Alcoholic,"['Light rum', 'Sweet Vermouth', 'Lemon', 'Powdered sugar', 'Egg white']",Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/26cq601492976203.jpg,"['1 oz ', '1/2 oz ', 'Juice of 1/2 ', '1 tsp ', '1 ']","question Generate a cocktail with Light rum Sweet Vermouth Lemon Powdered sugar Egg white answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Ordinary Drink
387,387,Veteran,Alcoholic,"['Dark rum', 'Cherry brandy']",Old-fashioned glass,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg,"['2 oz ', '1/2 oz ']",question Generate a cocktail with Dark rum Cherry brandy answer Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,Ordinary Drink
388,388,Van Vleet,Alcoholic,"['Light rum', 'Maple syrup', 'Lemon juice']",Old-fashioned glass,"Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",https://www.thecocktaildb.com/images/media/drink/fgq2bl1492975771.jpg,"['3 oz ', '1 oz ', '1 oz ']","question Generate a cocktail with Light rum Maple syrup Lemon juice answer Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.",Ordinary Drink
389,389,Vodka Fizz,Alcoholic,"['Vodka', 'Half-and-half', 'Limeade', 'Ice', 'Nutmeg']",White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"['2 oz ', '2 oz ', '2 oz ', None, None]","question Generate a cocktail with Vodka Half-and-half Limeade Ice Nutmeg answer Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",Other / Unknown
390,390,Vodka Lemon,Alcoholic,"['Vodka', 'Lemon Juice', 'Lemon Peel', 'Ice']",Highball glass,"The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",https://www.thecocktaildb.com/images/media/drink/mql55h1643820632.jpg,"['5 cl', '7 cl', '1 Slice', 'cubes']","question Generate a cocktail with Vodka Lemon Juice Lemon Peel Ice answer The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.",Cocktail
391,391,Vodka Slime,Alcoholic,"['Sprite', 'Lime Juice', 'Vodka']",Highball glass,"Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",https://www.thecocktaildb.com/images/media/drink/apex461643588115.jpg,"['1 cup', '1/2 shot', '1 1/2 shot']","question Generate a cocktail with Sprite Lime Juice Vodka answer Fill glass with ice. Add vodka, 7-up then finish with the lime juice.",Cocktail
392,392,Vodka Tonic,Alcoholic,"['Vodka', 'Tonic Water', 'Lemon Peel']",Highball glass,"Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",https://www.thecocktaildb.com/images/media/drink/9koz3f1643821062.jpg,"['4 cl', '10 cl', '1 Slice']","question Generate a cocktail with Vodka Tonic Water Lemon Peel answer Wash and cut 1 wedge and 1 slice of lime or lemon.
Fill a tumbler with fresh ice.
Pour the desired dose of vodka and top up with the tonic.
Squeeze the lime wedge into the glass and decorate with the slice.
That's all, very simple: it's just the recipe for happiness!",Cocktail
393,393,Vodka Martini,Alcoholic,"['Vodka', 'Dry Vermouth', 'Olive']",Cocktail glass,"Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",https://www.thecocktaildb.com/images/media/drink/qyxrqw1439906528.jpg,"['1 1/2 oz ', '3/4 oz ', '1 ']","question Generate a cocktail with Vodka Dry Vermouth Olive answer Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.",Ordinary Drink
394,394,Vodka Russian,Alcoholic,"['Vodka', 'Schweppes Russchian']",Collins Glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,"['2 oz ', None]",question Generate a cocktail with Vodka Schweppes Russchian answer Mix it as a ordinary drink .,Ordinary Drink
